Business_Area,Country_Desc,Company_Nam,Cust_ID,Material_ID,month,Year,Quantity,Revenue
BA-E Service,Spain,6700 - ATT,3341,5636,1,2017,0,0
BA-E Service,United Kingdom,DE10 - ATT,377,426,3,2016,2,22.97
BA-E Service,Belgium,NL50 - Roya,377,3284,8,2016,10,77.9
BA-E New Machines,Germany,DE15 - ATT,2702,3578,3,2016,2,11.8
BA-E Service,Bulgaria,4500 - ATT,365,5317,3,2015,3,86.45
BA-E Service,Bulgaria,6300 - ATT,1832,518,1,2015,1,44.1
BA-E New Machines,Germany,DE15 - ATT,614,3635,11,2015,32,1669.98
BA-E Service,Germany,DE15 - ATT,176,5245,9,2016,2,227.86
NULL,Sweden,NULL,409,6275,4,2017,4000,0
BA-E Service,Germany,4900 - ATT,2752,1918,6,2016,1,5070
BA-E Service,Lithuania,4500 - ATT,365,488,10,2015,1,26.61
BA-E Service,New Zealand,NZ10 - ATT,3225,5529,6,2015,1,52.93
NULL,Netherlands,NULL,381,6275,10,2016,0,20720
BA-E Service,United States,6500 - ATT,2390,829,2,2016,2,1192.03
BA-E Service,India,2900 - ATT,398,5900,11,2016,1,19.09
BA-E Service,Brazil,DE10 - ATT,376,3882,9,2015,10,451.6
BA-E Service,Brazil,BR10 - ATT,3391,3674,10,2015,1,76.99
BA-E Service,United States,US50 - ATT,2726,2032,5,2016,4,18.68
NULL,NULL,UK01 - ATT,2442,2625,11,2015,0,0
BA-E New Machines,Germany,8300 - ATT,3471,6056,4,2016,1,9449.21
BA-E Service,United States,CA50 - ATT,377,1982,9,2015,26,441.21
BA-E New Machines,Turkey,TR10 - ATT,1837,3923,9,2016,1,0
BA-E Service,Spain,6700 - ATT,2394,1260,3,2015,1,3685.25
BA-E Service,Argentina,AR10 - ATT,589,3879,10,2016,5,195.97
BA-E Service,United States,US10 - ATT,378,4915,6,2016,2,163.12
BA-E Service,Belgium,BE10 - ATT,2568,6275,3,2015,1,43.13
BA-E Service,United States,US10 - ATT,1324,2935,5,2015,2,427.2
BA-E Service,United States,US32 - ATT,1421,3098,3,2015,14,563.25
BA-E New Machines,Netherlands,NL50 - Roya,2290,3387,8,2016,25,36.7
NULL,Germany,NULL,364,6275,3,2017,3000,6772
BA-E Service,New Zealand,NZ10 - ATT,2112,4094,7,2016,22,192.86
BA-E New Machines,United Kingdom,UK01 - ATT,1393,4322,8,2016,3,28.01
BA-E Service,Germany,4500 - ATT,382,294,1,2015,8,15.92
BA-E Service,Germany,4500 - ATT,418,1722,12,2015,3,0
BA-E New Machines,United States,US50 - ATT,979,2311,8,2015,2,29908.12
BA-E New Machines,Austria,DE10 - ATT,362,4384,7,2015,2,109.64
BA-E Service,France,2900 - ATT,399,5828,9,2016,10,101.92
BA-E New Machines,Canada,CA10 - ATT,2003,3088,10,2015,1,710.52
BA-E New Machines,Germany,DE15 - ATT,1530,5202,2,2015,1,2669.89
BA-E New Machines,Austria,AT10 - ATT,3429,3569,1,2016,1,2.88
BA-E Service,Brazil,BR10 - ATT,2174,6275,1,2016,1,18.52
BA-E Service,Denmark,7100 - ATT,991,5312,4,2015,1,384.57
BA-E New Machines,United States,US10 - ATT,2302,4867,3,2016,90,23771.77
BA-E Service,Japan,8700 - ATT,3248,5611,10,2015,0,5.28
BA-E Service,France,DE10 - ATT,377,3507,3,2015,60,16.93
BA-E Service,United Kingdom,6100 - ATT,1750,598,4,2016,0,4.82
BA-E Service,Germany,4500 - ATT,382,1113,4,2016,1,361.66
BA-E Service,Germany,DE15 - ATT,2401,2378,7,2016,2,9.72
BA-E New Machines,China,9400 - ATT,418,6017,1,2016,1,13287
BA-E Service,United States,US50 - ATT,1352,1965,8,2016,3,1737.57
BA-E New Machines,Belgium,DE10 - ATT,377,3814,11,2015,11,26.86
BA-E Service,China,8800 - ATT,1551,760,12,2016,1,25.05
BA-E New Machines,Netherlands,NL50 - Roya,3377,3377,10,2015,70,57.96
NULL,France,NULL,398,6275,9,2016,3000,6447
BA-E Service,United States,US20 - ATT,1562,5045,11,2016,1,343.53
BA-E Service,United States,6500 - ATT,1428,515,8,2016,1,277.4
BA-E Service,United States,2900 - ATT,388,5734,1,2015,9,1012.95
BA-E New Machines,Germany,DE15 - ATT,176,5714,9,2016,0,-304.36
BA-E Service,United States,US50 - ATT,2723,2134,12,2015,4,1.64
NULL,NULL,DE10 - ATT,2442,3801,9,2015,0,0
BA-E Service,United States,US10 - ATT,3020,4962,5,2015,1,1488.81
BA-E Service,United States,US20 - ATT,1358,2908,6,2015,3,304.69
BA-E Service,Germany,4900 - ATT,3002,892,8,2016,1,8.71
BA-E Service,Germany,2010 - ATT,3034,6186,12,2016,5250,37275
BA-E Service,France,4500 - ATT,419,668,7,2015,1,8.46
BA-E Service,Germany,DE15 - ATT,1804,4544,8,2015,3,7.79
BA-E New Machines,Australia,AU10 - ATT,528,5421,6,2016,1,139.62
BA-E New Machines,Germany,FR20 - ATT,377,2428,9,2016,1,1329.53
BA-E Service,India,4500 - ATT,3160,1042,6,2016,2,236.81
BA-E Service,Netherlands,4500 - ATT,418,207,5,2016,2,7.68
BA-E Service,Austria,DE10 - ATT,362,388,11,2016,5,38.8
BA-E Service,United States,US10 - ATT,643,4677,8,2015,8,141.58
BA-E New Machines,Canada,CA50 - ATT,759,2108,6,2015,1,90.29
BA-E Service,United States,US10 - ATT,3100,4947,7,2015,5,675.4
BA-E Service,France,FR50 - ATT,1031,3820,6,2015,136,1802.02
BA-E Service,Germany,DE15 - ATT,299,3283,6,2015,6,231.5
NULL,NULL,NL50 - Roya,2442,4435,10,2015,0,0
BA-E Service,Germany,4900 - ATT,2289,987,10,2015,1,15.82
BA-E Service,Belgium,BE10 - ATT,539,3936,9,2015,1,22.59
BA-E New Machines,United States,US10 - ATT,1321,4386,9,2016,20,2309.36
NULL,China,NULL,412,6275,3,2014,0,3960
BA-E Service,United Kingdom,UK01 - ATT,879,2632,1,2016,8,161.56
BA-E New Machines,United States,US32 - ATT,631,3102,7,2015,20,31.72
BA-E Service,United Kingdom,UK01 - ATT,1917,4381,10,2015,6,48.55
BA-E Service,Greece,DE12 - ATT,3249,3530,4,2015,1,3.5
BA-E New Machines,United States,US10 - ATT,1321,4732,2,2015,3,20.86
BA-E Service,Germany,4900 - ATT,1089,824,7,2015,2,8.4
BA-E Service,Belgium,7000 - ATT,508,716,7,2016,0,4.37
BA-E Service,United States,US50 - ATT,435,2010,7,2016,10,914.29
BA-E Service,Australia,DE10 - ATT,377,306,8,2016,40,44.8
BA-E Service,NULL,BR10 - ATT,724,6275,3,2016,2,20.02
BA-E Service,India,8300 - ATT,1835,1306,8,2015,2,189.58
BA-E New Machines,United States,US10 - ATT,2958,4826,7,2016,2,263.27
BA-E Service,Romania,AT10 - ATT,377,3940,7,2015,1,31.03
BA-E Service,Canada,6500 - ATT,388,974,3,2016,1,207.63
BA-E New Machines,Germany,DE15 - ATT,177,5715,9,2015,0,0
BA-E Service,Germany,DE10 - ATT,377,3749,3,2016,48,147.36
BA-E New Machines,Germany,2010 - ATT,1503,6208,11,2016,2000,55440
BA-E New Machines,Netherlands,NL50 - Roya,2930,3337,8,2015,2,26.03
NULL,United States,NULL,898,6275,7,2015,4000,326976.46
BA-E Service,Germany,DE15 - ATT,177,3741,6,2015,100,170
NULL,Germany,NULL,1923,6275,12,2015,10000,46577.22
BA-E Service,Spain,4500 - ATT,418,1111,11,2016,2,173.6
BA-E Service,Germany,DE15 - ATT,627,3623,10,2015,20,126.6
BA-E Service,Germany,DE15 - ATT,176,432,12,2015,4,19.94
NULL,Belgium,NULL,398,6275,6,2014,1000,24290
BA-E New Machines,Netherlands,NL50 - Roya,1654,3348,12,2015,1,1077
BA-E Service,Netherlands,7500 - ATT,1365,1002,12,2016,0,11.22
BA-E New Machines,Kazakhstan,DE10 - ATT,377,3856,9,2015,1,679.9
NULL,Germany,NULL,3005,6275,4,2016,4000,20461.61
BA-E New Machines,Germany,DE15 - ATT,2702,5224,5,2015,0,-1561
BA-E Service,Germany,4900 - ATT,955,5623,3,2016,0,16
BA-E New Machines,Germany,DE15 - ATT,2305,3483,11,2016,1,0.01
BA-E Service,Argentina,AR10 - ATT,693,2556,4,2016,4,110.4
BA-E New Machines,United States,US10 - ATT,1892,4858,8,2016,2,2226.83
BA-E Service,Germany,4900 - ATT,2843,5623,4,2015,0,48.3
BA-E New Machines,France,FR50 - ATT,429,3481,9,2016,1,0
BA-E Service,Denmark,DK10 - ATT,377,3404,9,2015,10,91.71
BA-E Service,Netherlands,7500 - ATT,1365,1339,8,2016,0,240.34
NULL,NULL,DE10 - ATT,2442,3610,1,2015,0,0
BA-E New Machines,France,FR50 - ATT,3399,4182,8,2016,6,104.02
BA-E New Machines,Russian Federation,RU01 - LLCÃ,99,4227,8,2015,1,5217.71
BA-E Service,Germany,4500 - ATT,382,1636,4,2015,36,243.26
NULL,Germany,NULL,445,6275,9,2015,15000,19237
BA-E Service,Germany,2010 - ATT,2677,1783,1,2016,2000,8611
BA-E Service,Italy,4500 - ATT,388,1692,6,2016,1,15.26
BA-E New Machines,Korea,8800 - ATT,418,6083,9,2016,1,695.04
BA-E Service,Sweden,7500 - ATT,2544,368,2,2015,1,295.06
BA-E New Machines,United States,4500 - ATT,388,1527,5,2016,1,0
BA-E New Machines,Australia,AU10 - ATT,3476,2698,6,2016,6,11.95
BA-E Service,United States,6500 - ATT,2428,5334,4,2015,0,200.71
NULL,NULL,DE10 - ATT,2442,4312,3,2016,0,0
BA-E New Machines,Russian Federation,RU01 - LLCÃ,82,4324,8,2016,40,297.04
BA-E Service,United States,US20 - ATT,1936,5090,10,2015,1,81.11
BA-E Service,Israel,2010 - ATT,751,85,11,2016,3000,3630
BA-E New Machines,Germany,DE15 - ATT,2931,4530,10,2016,0,0
BA-E Service,United States,US50 - ATT,3208,2059,10,2015,1,13.45
BA-E Service,United Kingdom,6100 - ATT,270,299,11,2015,0,9.44
BA-E Service,Austria,4500 - ATT,365,1382,7,2015,3,132.71
BA-E Service,Netherlands,NL10 - ATT,3376,5121,7,2015,100,1197
BA-E New Machines,Norway,9400 - ATT,418,5965,4,2015,1,5200
BA-E Service,Canada,CA10 - ATT,1023,4282,3,2015,3,0
BA-E Service,United States,US10 - ATT,808,3514,10,2015,3,43.27
BA-E Service,China,2900 - ATT,398,5880,4,2016,4,107.44
NULL,Netherlands,NULL,398,6275,5,2014,1000,0
BA-E Service,Germany,4500 - ATT,382,140,2,2015,6,890.77
BA-E Service,Japan,DE10 - ATT,377,4001,7,2015,5,8.25
NULL,United States,NULL,388,6275,9,2015,2000,4660.16
BA-E Service,Russian Federation,RU01 - LLCÃ,64,3826,4,2015,500,3534.48
BA-E New Machines,United States,US10 - ATT,808,4096,1,2016,10,124.26
NULL,NULL,FR20 - ATT,2442,2449,12,2015,0,0
BA-E New Machines,Germany,2010 - ATT,3490,6227,10,2016,0,0
BA-E New Machines,Austria,AT10 - ATT,1534,4209,8,2015,2,454.4
BA-E Service,Singapore,8100 - ATT,2516,1220,11,2016,20,947.43
BA-E Service,China,4500 - ATT,418,740,5,2015,15,21.63
BA-E New Machines,Netherlands,1010 -ATT,2442,6281,9,2016,1000,61300
BA-E New Machines,United Kingdom,UK01 - ATT,369,2869,12,2016,3,283.78
BA-E Service,Brazil,BR10 - ATT,2589,4672,10,2015,1,63.57
BA-E Service,Canada,CA50 - ATT,1206,1932,10,2015,1,48.1
NULL,Canada,NULL,388,6275,1,2017,3000,22470
BA-E Service,Denmark,4500 - ATT,418,541,2,2015,25,8.63
BA-E Service,Poland,4500 - ATT,418,2290,9,2015,1,554.87
NULL,United Kingdom,NULL,398,6275,3,2016,2000,4914
BA-E Service,Philippines,8100 - ATT,418,483,3,2016,2,5.13
BA-E Service,Spain,6700 - ATT,2120,462,11,2015,2,0
BA-E Service,Germany,DE15 - ATT,238,5177,7,2016,44,44.88
BA-E Service,Honduras,4500 - ATT,899,361,11,2015,1,710.96
BA-E Service,Germany,4500 - ATT,418,2356,6,2015,4,0
BA-E New Machines,France,FR50 - ATT,1164,4714,10,2016,1,410.71
BA-E New Machines,United States,US50 - ATT,1915,1956,5,2016,2,163.62
NULL,Germany,NULL,342,6275,7,2016,3000,2330.08
BA-E Service,Turkey,4500 - ATT,418,527,1,2016,6,13.13
BA-E Service,Switzerland,CH10 - ATT,2648,3934,5,2015,5,79.34
NULL,NULL,DE10 - ATT,2442,4144,8,2016,0,0
NULL,China,NULL,398,6275,1,2014,8000,2688
BA-E Service,Spain,4500 - ATT,418,744,9,2015,2,2.65
BA-E New Machines,Germany,8800 - ATT,418,6041,5,2016,1,3802.32
BA-E Service,Canada,CA50 - ATT,869,2018,1,2016,1,24.53
BA-E Service,United States,4500 - ATT,388,895,5,2016,26,622.96
BA-E Service,Germany,4900 - ATT,2423,1622,4,2015,1,119
BA-E New Machines,Argentina,AR10 - ATT,2842,5700,2,2016,0,40.44
BA-E New Machines,France,FR50 - ATT,906,4201,5,2016,10,84.7
BA-E New Machines,France,DE10 - ATT,1467,4281,12,2015,0,0
BA-E Service,United States,US20 - ATT,1085,5048,11,2016,8,120.64
BA-E New Machines,Sweden,NL50 - Roya,377,3290,12,2016,2,49.04
BA-E Service,France,DE10 - ATT,377,4252,6,2016,5,14.87
BA-E Service,United States,6500 - ATT,738,5787,5,2016,1,507.42
BA-E New Machines,United States,US10 - ATT,756,2866,1,2016,5,36.97
BA-E Service,Czech Republic,4500 - ATT,356,905,11,2016,8,29.3
BA-E New Machines,Germany,DE15 - ATT,2070,3584,4,2015,1,719.86
NULL,France,4500 - ATT,418,2181,4,2015,10,106.7
BA-E New Machines,Germany,DE15 - ATT,2305,3333,8,2015,1,117.97
BA-E Service,Germany,4900 - ATT,263,518,2,2016,2,97.39
BA-E Service,Mexico,US10 - ATT,2572,4363,8,2015,300,476.41
BA-E Service,Austria,DE10 - ATT,362,3940,6,2015,37,361.25
NULL,NULL,DK10 - ATT,2442,3407,11,2015,0,0
BA-E Service,Argentina,5400 - ATT,252,1028,8,2016,2,0
BA-E Service,Netherlands,7500 - ATT,1365,2728,9,2015,0,17
BA-E New Machines,France,FR50 - ATT,1165,3503,11,2016,2,39.74
BA-E Service,Norway,4500 - ATT,393,1647,3,2015,4,374.21
BA-E Service,Germany,DE15 - ATT,299,3742,6,2016,50,79.5
NULL,NULL,PL10 - ATT,2442,4619,10,2016,0,0
BA-E Service,Singapore,4500 - ATT,418,1638,1,2016,1,34.74
BA-E Service,Sweden,DK15 - ATT,1625,4372,3,2015,10,3.31
NULL,NULL,DE10 - ATT,2442,3588,8,2015,0,0
BA-E Service,Germany,4900 - ATT,2045,611,11,2015,1,10.7
BA-E Service,Australia,AU10 - ATT,3476,3645,1,2015,2,161.07
BA-E Service,United States,4500 - ATT,388,573,12,2015,6,18.84
NULL,Germany,NULL,1825,6275,2,2016,1000,189
BA-E Service,United States,US10 - ATT,827,4943,10,2016,1,155.11
BA-E Service,India,8300 - ATT,544,2369,4,2016,8,1157.05
BA-E Service,France,1020 - ATT,1225,6178,7,2016,1000,2952
BA-E Service,United States,US45 - San,494,5659,8,2016,0,36.14
BA-E New Machines,Greece,DE10 - ATT,377,4019,6,2015,1,63.73
BA-E New Machines,Portugal,DE10 - ATT,377,4019,4,2016,1,64.66
BA-E Service,Germany,4900 - ATT,2179,959,2,2015,4,159.26
BA-E Service,Spain,6700 - ATT,2910,2713,11,2015,1,1756.96
BA-E New Machines,Belgium,DE10 - ATT,377,4045,5,2015,1,2159.78
BA-E Service,United States,4500 - ATT,388,516,8,2015,4,41.36
NULL,United States,NULL,388,6275,11,2016,10000,8470
BA-E Service,Ukraine,4500 - ATT,1018,682,12,2016,24,34.12
NULL,NULL,DE10 - ATT,2442,5241,12,2016,0,0
BA-E New Machines,Ukraine,DE10 - ATT,416,1447,4,2015,12,17.28
NULL,NULL,FR20 - ATT,2442,6275,8,2016,0,0
NULL,Germany,NULL,1647,6275,3,2014,4000,670
BA-E Service,Spain,ES10 - ATT,3191,3817,2,2015,6,12.72
BA-E Service,Netherlands,NL50 - Roya,2504,3372,3,2015,36,55.8
BA-E Service,Spain,ES10 - ATT,190,4585,6,2015,10,143.1
BA-E New Machines,France,1310 - ATT,543,6219,7,2016,1000,10900
BA-E Service,Netherlands,7500 - ATT,1269,1736,10,2015,0,865.26
BA-E Service,Canada,CA50 - ATT,1203,2043,7,2015,5,38.65
BA-E Service,Netherlands,7500 - ATT,140,757,2,2015,0,100.36
BA-E Service,Italy,DE12 - ATT,515,5178,6,2016,1,2.53
BA-E New Machines,Netherlands,NL50 - Roya,377,5203,10,2015,24,78.09
BA-E New Machines,New Zealand,NZ10 - ATT,2795,5501,7,2015,128,1797.26
BA-E Service,United States,2900 - ATT,388,5795,2,2016,24,79.68
BA-E New Machines,Argentina,AR10 - ATT,2842,5700,5,2016,0,40.44
BA-E Service,United Arab Emirates,4500 - ATT,389,678,12,2016,20,105.5
NULL,Germany,NULL,410,6275,11,2016,2000,1512
BA-E New Machines,Netherlands,NL50 - Roya,2790,3328,1,2016,8,21.3
BA-E Service,Germany,4500 - ATT,1353,213,11,2016,20,628.36
BA-E Service,United States,US20 - ATT,1394,2911,9,2016,3,167.86
BA-E Service,New Zealand,NZ10 - ATT,3225,5511,9,2015,1,6.77
BA-E Service,Russian Federation,6200 - ATT,1864,1033,7,2015,4,635.99
BA-E Service,Italy,2900 - ATT,1416,5572,4,2016,0,0
BA-E New Machines,Germany,DE15 - ATT,1532,3501,9,2015,4,9.52
BA-E New Machines,United States,US10 - ATT,341,3040,9,2015,52,47.37
NULL,NULL,FR20 - ATT,2442,2434,2,2015,0,0
NULL,Poland,NULL,415,6275,8,2016,10000,16380
BA-E New Machines,Netherlands,DE18 - ATT,377,5633,12,2016,0,0
BA-E New Machines,Germany,8800 - ATT,418,5950,11,2015,1,22659.84
BA-E Service,United States,US45 - San,3472,2901,4,2015,100,179.35
BA-E New Machines,Russian Federation,RU01 - LLCÃ,68,1436,12,2016,4,748.02
BA-E Service,Peru,4500 - ATT,395,1315,4,2016,1,339.54
BA-E Service,United States,US10 - ATT,1906,4652,3,2015,5,1316.22
BA-E New Machines,Netherlands,4500 - ATT,418,5909,7,2015,0,0
BA-E Service,United States,US45 - San,2900,3022,2,2015,2,38.36
BA-E Service,Argentina,AR10 - ATT,1446,2547,8,2016,1,6.62
BA-E New Machines,Italy,1510 - ATT,2442,6165,12,2016,1000,0
BA-E Service,Italy,4500 - ATT,388,937,5,2015,1,28.37
BA-E Service,Norway,4500 - ATT,393,5410,9,2016,4,135.58
BA-E New Machines,Belgium,1020 - ATT,3242,6266,2,2016,6000,4515294
BA-E Service,United States,US50 - ATT,1515,2047,10,2016,3,4.02
BA-E New Machines,Canada,CA50 - ATT,2003,2318,2,2016,1,2581.98
BA-E Service,United States,US20 - ATT,3298,5071,12,2015,1,168.08
NULL,Switzerland,NULL,470,6275,4,2017,0,5753.79
NULL,United States,NULL,309,6275,3,2017,4000,10485.67
BA-E New Machines,France,FR50 - ATT,1659,4218,2,2015,2,646.28
BA-E Service,United States,US50 - ATT,3301,2008,6,2015,2,794.62
BA-E Service,Belarus,6200 - ATT,2669,463,6,2016,1,76.25
BA-E Service,Japan,8700 - ATT,304,1119,8,2016,0,1.11
BA-E Service,Netherlands,7500 - ATT,2102,913,4,2016,2,25.74
BA-E Service,United States,6500 - ATT,1232,864,10,2015,1,278.69
BA-E New Machines,China,4500 - ATT,418,2243,8,2015,0,0
BA-E Service,Italy,2900 - ATT,2539,191,9,2016,5,430
BA-E Service,Russian Federation,6200 - ATT,211,5597,4,2015,0,746.4
BA-E Service,United Kingdom,2900 - ATT,795,5771,4,2016,1,24.26
BA-E Service,United States,US50 - ATT,3449,2093,11,2015,1,138.27
NULL,Israel,NULL,3251,6275,2,2016,3000,35400
BA-E Service,United States,US10 - ATT,3100,2682,5,2015,1,168.66
BA-E Service,Turkey,9000 - WS T,1839,1223,6,2016,36,1312.35
BA-E Service,Poland,PL10 - ATT,2612,3775,2,2016,1,23.41
BA-E Service,United States,4500 - ATT,388,561,2,2015,1,13.7
BA-E Service,United States,US10 - ATT,3193,5015,7,2015,2,164.31
BA-E New Machines,Germany,DE10 - ATT,1443,3604,8,2015,2,559.34
NULL,United States,NULL,388,6275,2,2017,132000,43224
BA-E Service,United States,US20 - ATT,1732,5091,9,2015,1,140.38
BA-E Service,Germany,2010 - ATT,1644,49,3,2016,1000,110797
BA-E Service,Germany,2900 - ATT,391,5817,5,2016,2,2.59
BA-E Service,New Zealand,NZ20 - Farm,1852,2666,9,2015,6,248.53
BA-E Service,Germany,4500 - ATT,382,564,6,2016,23,10.66
BA-E Service,United States,US10 - ATT,1782,2810,6,2015,2,111.94
BA-E New Machines,United States,US10 - ATT,672,2769,2,2015,3,60.47
BA-E Service,Chile,5600 - ATT,2386,1035,5,2016,1,0.19
BA-E Service,United States,US10 - ATT,1604,5013,10,2015,2,47.6
BA-E Service,Japan,8700 - ATT,2494,1138,3,2015,1,8.76
BA-E New Machines,United Kingdom,DE10 - ATT,377,4342,4,2015,9,4675.88
BA-E Service,France,DE10 - ATT,377,5160,9,2016,10,164.66
BA-E Service,Brazil,2900 - ATT,2329,5746,12,2015,1,169.16
BA-E Service,Germany,DE15 - ATT,2405,3941,11,2016,2,17.08
BA-E Service,Germany,DE10 - ATT,3209,4532,9,2015,12,0
NULL,Germany,9300 - ATT,418,5645,6,2016,1,4000
BA-E Service,United States,US50 - ATT,3483,2289,6,2016,25,320.63
BA-E Service,Netherlands,DE10 - ATT,377,4457,8,2016,3,568.92
BA-E Service,Singapore,8100 - ATT,308,617,8,2015,12,47.51
BA-E Service,China,4500 - ATT,388,975,4,2016,10,183.08
BA-E Service,Germany,9400 - ATT,418,2261,2,2016,6,91.92
BA-E Service,Germany,DE15 - ATT,533,1412,3,2016,3,44.64
NULL,Germany,4400 - ATT,1272,5593,5,2017,0,17129
BA-E Service,United Kingdom,4500 - ATT,388,2281,3,2016,1,1335.2
BA-E Service,China,4500 - ATT,388,357,12,2015,1,135.18
BA-E Service,Germany,DE10 - ATT,377,2422,6,2015,7,717.78
BA-E Service,Germany,DE15 - ATT,2563,4293,1,2016,4,41.72
BA-E Service,France,FR50 - ATT,134,436,12,2015,4,161.19
BA-E Service,Belgium,DE10 - ATT,377,4358,4,2015,2,44.16
BA-E Service,Sweden,1130 - ATT,2496,44,6,2016,1000,6918155
BA-E Service,New Zealand,NZ10 - ATT,3118,5414,8,2016,1,3.95
NULL,NULL,NL50 - Roya,2442,4256,2,2015,0,0
BA-E New Machines,Austria,DE10 - ATT,2708,4437,11,2016,2,773.14
BA-E Service,NULL,1140 - ATT,156,6146,4,2016,2000,4269
BA-E Service,Germany,4500 - ATT,382,160,6,2015,2,37.15
BA-E Service,Germany,4900 - ATT,2752,269,5,2015,10,655
NULL,United States,NULL,388,6275,1,2015,2000,116584
BA-E Service,Spain,4500 - ATT,418,813,11,2015,3,34.76
BA-E Service,Finland,NL50 - Roya,377,3210,2,2015,2,25.87
BA-E Service,Slovakia,4200 - ATT,3177,1184,3,2015,1,76.31
BA-E New Machines,Australia,AU10 - ATT,3075,3803,1,2016,28,256.2
BA-E New Machines,France,FR50 - ATT,2419,3465,9,2015,3,0
BA-E Service,Germany,US10 - ATT,377,4713,10,2016,5,167.56
BA-E New Machines,United States,US10 - ATT,3020,3089,9,2015,96,546.21
NULL,NULL,3010 - ATT,2442,6133,6,2016,0,43032.16
BA-E Service,Belgium,BE10 - ATT,1035,3833,12,2016,2,6.36
BA-E Service,New Zealand,NZ30 - ATT,377,5432,12,2015,4,43.3
BA-E Service,Switzerland,2110 - ATT,2223,1891,6,2016,2000,285637
BA-E Service,Denmark,4500 - ATT,418,587,10,2016,10,11.5
BA-E Service,Canada,US10 - ATT,377,4689,9,2015,4,64.96
BA-E New Machines,United States,US10 - ATT,1782,2768,1,2015,10,56.22
BA-E Service,Turkey,4500 - ATT,2091,1344,11,2015,8,435.07
BA-E Service,United States,CA50 - ATT,377,2000,9,2016,2,68.55
BA-E New Machines,Netherlands,NL50 - Roya,2290,3262,7,2016,3,0.02
BA-E New Machines,United States,US10 - ATT,1324,4810,3,2015,1,165.83
BA-E Service,United States,US10 - ATT,633,2893,7,2016,10,187.03
BA-E Service,Turkey,9000 - WS T,2529,2478,12,2015,4,93.58
BA-E New Machines,Peru,DE12 - ATT,1227,3864,12,2015,1,238.51
NULL,India,NULL,418,6275,1,2014,5000,88530
BA-E New Machines,Germany,DE15 - ATT,489,4320,3,2016,3,0
NULL,China,NULL,1992,6275,2,2016,0,0.14
BA-E Service,NULL,3010 - ATT,2442,1842,4,2016,0,13661
NULL,NULL,NL50 - Roya,2442,4149,5,2015,0,0
BA-E New Machines,United States,US32 - ATT,644,3144,6,2015,1,3122.35
BA-E Service,United States,US20 - ATT,1612,5059,10,2015,11,2613.68
NULL,NULL,FR20 - ATT,2442,2444,3,2017,0,0
BA-E Service,Sweden,DE10 - ATT,377,3934,2,2015,2,6.17
BA-E Service,Turkey,4500 - ATT,418,478,11,2016,2,54.22
BA-E Service,Spain,4500 - ATT,418,681,9,2016,2,21.82
BA-E New Machines,Netherlands,NL50 - Roya,1930,3229,12,2016,6,139.86
BA-E Service,NULL,2010 - ATT,2442,6263,3,2016,0,1690
BA-E Service,Spain,ES10 - ATT,197,4409,11,2016,80,396
BA-E Service,Netherlands,NL50 - Roya,583,3208,12,2016,2,10.88
BA-E Service,Poland,PL10 - ATT,2622,2594,2,2016,1,3.63
BA-E New Machines,New Zealand,NZ10 - ATT,3152,5591,8,2016,0,-35.21
BA-E Service,France,FR50 - ATT,1404,3834,2,2015,76,767.49
BA-E New Machines,France,DE10 - ATT,377,4346,9,2015,78,43015.24
BA-E New Machines,Netherlands,NL50 - Roya,2290,3291,6,2015,1,8.49
BA-E Service,United States,US10 - ATT,750,4678,12,2015,1,248.88
BA-E Service,Argentina,AR10 - ATT,2280,2522,6,2016,1,24.94
BA-E New Machines,Netherlands,NL10 - ATT,2083,4207,10,2015,8,366.6
BA-E Service,NULL,2010 - ATT,2442,22,6,2016,0,1400
BA-E Service,Netherlands,4500 - ATT,418,257,10,2015,3,315.63
BA-E Service,Belgium,DE10 - ATT,377,1559,11,2015,4,0.19
BA-E Service,Netherlands,NL10 - ATT,2338,3653,12,2016,1,210.71
NULL,NULL,DE10 - ATT,2442,4155,1,2015,0,0
BA-E New Machines,China,4500 - ATT,418,5973,5,2015,1,6326.16
BA-E Service,United States,6500 - ATT,2029,5828,8,2015,4,91.93
BA-E Service,China,CN01 - ATT,2362,4364,9,2016,100,450.76
BA-E Service,New Zealand,NZ20 - Farm,2659,2677,8,2016,6,168.23
BA-E Service,New Zealand,NZ10 - ATT,1095,4093,10,2015,5,37.44
BA-E Service,France,9300 - ATT,3339,1076,9,2016,1,155.9
NULL,Germany,NULL,799,6275,6,2014,8000,0
NULL,NULL,NL50 - Roya,2442,3173,12,2015,0,0
NULL,Hong Kong,NULL,3527,6275,9,2016,1000,3761.16
BA-E Service,United States,6500 - ATT,2136,71,6,2015,2,618.8
BA-E Service,Lithuania,4500 - ATT,365,537,10,2015,8,2.87
BA-E New Machines,Spain,6700 - ATT,454,6007,11,2015,1,0
BA-E New Machines,Switzerland,DE10 - ATT,408,5206,1,2015,1,80.62
BA-E New Machines,Canada,CA50 - ATT,1201,1975,9,2015,4,0
BA-E New Machines,Germany,DE15 - ATT,178,4222,10,2015,1,596.31
BA-E Service,Spain,6700 - ATT,130,2721,10,2016,4,3.96
BA-E Service,Netherlands,4500 - ATT,418,580,6,2015,5,35.59
BA-E Service,Netherlands,7500 - ATT,3060,629,3,2016,0,11.5
BA-E Service,United States,US43 - ATT,778,3754,9,2015,68,274.56
